date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total,day_of_week
2012-05-05,60,14,1,24,1,1,1,1015,1597,2612,Sat
2012-05-06,59,14,1,12,1,1,1,1040,1639,2679,Sun
2012-05-07,58,14,1,18,1,1,1,558,4705,5263,Mon
2012-05-08,60,14,1,18,1,1,1,462,4539,5001,Tue
2012-05-09,63,14,1,21,1,1,1,494,4782,5276,Wed
2012-05-10,58,14,1,10,1,1,1,528,4398,4926,Thu
2012-05-11,58,14,,0,0,0,0,689,4003,4692,Fri
2012-05-12,66,14,,0,0,0,0,1064,1844,2908,Sat
2012-05-13,72,14,,2,0,0,0,1331,1366,2697,Sun
2012-05-14,66,14,1,18,1,0,0,597,4687,5284,Mon
2012-05-15,63,14,1,23,1,1,0,476,4305,4781,Tue
2012-05-16,70,15,1,13,1,1,1,597,4971,5568,Wed
2012-05-17,62,15,1,3,0,0,0,531,4464,4995,Thu
2012-05-18,63,15,,0,0,0,0,937,4122,5059,Fri
2012-05-19,66,15,,0,0,0,0,1129,1967,3096,Sat
2012-05-20,68,15,,5,0,0,0,1187,1687,2874,Sun
2012-05-21,60,15,1,24,1,0,0,458,5143,5601,Mon
2012-05-22,65,15,1,24,1,1,0,470,5107,5577,Tue
2012-05-23,70,15,1,14,1,1,1,634,5026,5660,Wed
2012-05-24,64,15,1,24,1,1,1,513,4658,5171,Thu
2012-05-25,68,15,1,17,1,1,1,785,4111,4896,Fri
2012-05-26,76,15,1,3,0,0,0,1108,1833,2941,Sat
2012-05-27,72,15,1,10,1,0,0,1343,1508,2851,Sun
2012-05-28,80,15,1,3,0,0,0,1421,2191,3612,Mon
2012-05-29,78,15,1,5,0,0,0,500,5892,6392,Tue
2012-05-30,72,15,1,9,0,0,0,428,5604,6032,Wed
2012-05-31,72,15,1,1,0,0,0,567,5217,5784,Thu
2012-06-01,68,15,1,9,0,0,0,531,4688,5219,Fri
2012-06-02,68,15,1,8,0,0,0,952,2234,3186,Sat
2012-06-03,67,15,1,3,0,0,0,1014,1722,2736,Sun
2012-06-04,58,15,1,19,1,0,0,463,4993,5456,Mon
2012-06-05,58,15,1,14,1,1,0,497,4871,5368,Tue
2012-06-06,63,15,1,7,0,0,0,642,4671,5313,Wed
2012-06-07,68,15,1,10,1,0,0,666,4330,4996,Thu
2012-06-08,70,15,1,5,0,0,0,737,4258,4995,Fri
2012-06-09,71,15,1,8,0,0,0,1246,2144,3390,Sat
2012-06-10,75,15,1,9,0,0,0,1126,1670,2796,Sun
2012-06-11,70,15,1,10,1,0,0,592,5060,5652,Mon
2012-06-12,68,15,1,23,1,1,0,413,4583,4996,Tue
2012-06-13,66,15,1,23,1,1,1,487,5458,5945,Wed
2012-06-14,70,15,,8,0,0,0,645,4841,5486,Thu
2012-06-15,70,15,1,1,0,0,0,755,4419,5174,Fri
2012-06-16,70,15,,3,0,0,0,1489,1921,3410,Sat
2012-06-17,66,15,,11,1,0,0,1469,1704,3173,Sun
2012-06-18,64,15,,2,0,0,0,666,5376,6042,Mon
2012-06-19,70,15,1,12,1,0,0,561,5265,5826,Tue
2012-06-20,82,15,1,0,0,0,0,457,5447,5904,Wed
2012-06-21,86,15,1,0,0,0,0,475,6377,6852,Thu
2012-06-22,80,15,1,6,0,0,0,393,5581,5974,Fri
2012-06-23,76,15,1,4,0,0,0,1052,2918,3970,Sat
2012-06-24,75,15,1,3,0,0,0,1038,2164,3202,Sun
2012-06-25,68,15,1,13,1,0,0,392,5552,5944,Mon
2012-06-26,65,15,,4,0,0,0,489,5132,5621,Tue
2012-06-27,72,15,,2,0,0,0,401,5072,5473,Wed
2012-06-28,78,15,,2,0,0,0,663,5208,5871,Thu
2012-06-29,80,15,1,4,0,0,0,516,5138,5654,Fri
2012-06-30,85,15,1,0,0,0,0,957,3337,4294,Sat
2012-07-01,84,15,1,0,0,0,0,883,2738,3621,Sun
2012-07-02,80,15,,1,0,0,0,431,6089,6520,Mon
2012-07-03,80,15,,0,0,0,0,541,5317,5858,Tue
2012-07-04,81,15,1,7,0,0,0,926,2239,3165,Wed
2012-07-05,86,15,1,0,0,0,0,516,5763,6279,Thu
2012-07-06,82,15,1,0,0,0,0,437,5213,5650,Fri
2012-07-07,84,15,1,4,0,0,0,868,3191,4059,Sat
2012-07-08,82,15,1,6,0,0,0,758,2684,3442,Sun
2012-07-09,80,15,,2,0,0,0,431,5723,6154,Mon
2012-07-10,78,15,,6,0,0,0,393,5511,5904,Tue
2012-07-11,78,15,,9,0,0,0,500,5282,5782,Wed
2012-07-12,80,15,,1,0,0,0,464,5077,5541,Thu
2012-07-13,82,15,1,3,0,0,0,542,4600,5142,Fri
2012-07-14,79,15,1,11,1,0,0,937,2304,3241,Sat
2012-07-15,80,15,1,11,1,1,0,847,2004,2851,Sun
2012-07-16,80,15,1,2,0,0,0,339,5396,5735,Mon
2012-07-17,85,15,1,0,0,0,0,385,5370,5755,Tue
2012-07-18,86,15,1,7,0,0,0,279,5705,5984,Wed
2012-07-19,72,15,1,18,1,0,0,432,5241,5673,Thu
2012-07-20,66,15,1,24,1,1,0,497,4111,4608,Fri
2012-07-21,70,15,,13,1,1,1,1274,1964,3238,Sat
2012-07-22,74,15,,2,0,0,0,1282,1741,3023,Sun
2012-07-23,78,15,1,4,0,0,0,389,4817,5206,Mon
2012-07-24,82,15,1,3,0,0,0,439,5171,5610,Tue
2012-07-25,76,15,,0,0,0,0,489,4862,5351,Wed
2012-07-26,78,15,1,9,0,0,0,385,5196,5581,Thu
2012-07-27,79,14,,0,0,0,0,442,4880,5322,Fri
2012-07-28,74,14,1,20,1,0,0,925,2341,3266,Sat
2012-07-29,74,14,1,13,1,1,0,1108,1898,3006,Sun
2012-07-30,74,14,,7,0,0,0,515,5214,5729,Mon
2012-07-31,75,14,1,7,0,0,0,497,4881,5378,Tue
2012-08-01,74,14,1,12,1,0,0,450,4844,5294,Wed
2012-08-02,78,14,1,3,0,0,0,428,5051,5479,Thu
2012-08-03,82,14,1,0,0,0,0,548,4612,5160,Fri
2012-08-04,82,14,1,0,0,0,0,872,2175,3047,Sat
2012-08-05,82,14,1,9,0,0,0,774,2100,2874,Sun
2012-08-06,79,14,,6,0,0,0,412,5401,5813,Mon
2012-08-07,76,14,,0,0,0,0,501,5264,5765,Tue
2012-08-08,80,14,1,0,0,0,0,451,4996,5447,Wed
2012-08-09,80,14,,0,0,0,0,431,4597,5028,Thu
2012-08-10,75,14,1,7,0,0,0,452,4652,5104,Fri
2012-08-11,81,14,,3,0,0,0,977,2084,3061,Sat
2012-08-12,80,14,,3,0,0,0,1212,1772,2984,Sun
2012-08-13,78,14,,0,0,0,0,469,5226,5695,Mon
2012-08-14,76,14,,7,0,0,0,479,5139,5618,Tue
2012-08-15,74,14,1,11,1,0,0,398,5507,5905,Wed
2012-08-16,76,14,1,0,0,0,0,311,4950,5261,Thu
2012-08-17,76,14,1,3,0,0,0,674,4357,5031,Fri
2012-08-18,71,14,1,12,1,0,0,1238,2133,3371,Sat
2012-08-19,68,14,,5,0,0,0,1347,1834,3181,Sun
2012-08-20,72,14,,7,0,0,0,554,4842,5396,Mon
2012-08-21,74,14,,5,0,0,0,612,4947,5559,Tue
2012-08-22,75,13,,4,0,0,0,523,4621,5144,Wed
2012-08-23,77,13,,0,0,0,0,574,4427,5001,Thu
2012-08-24,78,13,1,1,0,0,0,724,4291,5015,Fri
2012-08-25,78,13,1,0,0,0,0,1439,2154,3593,Sat
2012-08-26,76,13,,2,0,0,0,1326,1702,3028,Sun
2012-08-27,76,13,1,9,0,0,0,487,4785,5272,Mon
2012-08-28,80,13,1,4,0,0,0,443,4676,5119,Tue
2012-08-29,73,13,,0,0,0,0,518,4861,5379,Wed
2012-08-30,72,13,,0,0,0,0,629,4631,5260,Thu
2012-08-31,80,13,,0,0,0,0,690,3542,4232,Fri
2012-09-01,82,13,,3,0,0,0,1209,1951,3160,Sat
2012-09-02,76,13,,10,1,0,0,1409,1649,3058,Sun
2012-09-03,75,13,,22,1,1,0,1035,1998,3033,Mon
2012-09-04,75,13,1,20,1,1,1,407,4932,5339,Tue
2012-09-05,76,13,1,13,1,1,1,346,4840,5186,Wed
2012-09-06,74,13,,1,0,0,0,424,4969,5393,Thu
2012-09-07,79,13,,1,0,0,0,541,4293,4834,Fri
2012-09-08,72,13,1,15,1,0,0,937,3039,3976,Sat
2012-09-09,70,13,,4,0,0,0,1063,2048,3111,Sun
2012-09-10,65,13,,0,0,0,0,513,5561,6074,Mon
2012-09-11,64,13,,0,0,0,0,525,5088,5613,Tue
2012-09-12,70,13,,0,0,0,0,641,4697,5338,Wed
2012-09-13,72,13,,0,0,0,0,588,4677,5265,Thu
2012-09-14,72,12,,0,0,0,0,772,4032,4804,Fri
2012-09-15,66,12,,3,0,0,0,1448,2054,3502,Sat
2012-09-16,66,12,,0,0,0,0,1383,1740,3123,Sun
2012-09-17,68,12,,2,0,0,0,594,4573,5167,Mon
2012-09-18,71,12,1,24,1,0,0,392,5499,5891,Tue
2012-09-19,64,12,1,7,0,0,0,476,5200,5676,Wed
2012-09-20,62,12,,8,0,0,0,472,4531,5003,Thu
2012-09-21,68,12,,6,0,0,0,814,4427,5241,Fri
2012-09-22,68,12,1,10,1,0,0,1252,2087,3339,Sat
2012-09-23,62,12,,1,0,0,0,1209,1804,3013,Sun
2012-09-24,60,12,,5,0,0,0,552,4831,5383,Mon
2012-09-25,63,12,,2,0,0,0,537,4967,5504,Tue
2012-09-26,70,12,,20,1,0,0,570,4322,4892,Wed
2012-09-27,69,12,1,10,1,1,0,606,4836,5442,Thu
2012-09-28,64,12,1,22,1,1,1,686,4848,5534,Fri
2012-09-29,61,12,1,23,1,1,1,1377,1937,3314,Sat
2012-09-30,62,12,,9,0,0,0,1242,1757,2999,Sun
2012-10-01,61,12,,1,0,0,0,561,4573,5134,Mon
2012-10-02,66,12,1,23,1,0,0,451,4658,5109,Tue
2012-10-03,68,12,1,22,1,1,0,567,4968,5535,Wed
2012-10-04,70,12,1,10,1,1,1,545,4813,5358,Thu
2012-10-05,70,12,1,0,0,0,0,728,4192,4920,Fri
2012-10-06,66,12,,3,0,0,0,1075,2076,3151,Sat
2012-10-07,50,11,1,16,1,0,0,939,1819,2758,Sun
2012-10-08,50,11,,7,0,0,0,590,3606,4196,Mon
2012-10-09,54,11,1,24,1,0,0,405,5170,5575,Tue
2012-10-10,60,11,1,14,1,1,0,552,4917,5469,Wed
2012-10-11,53,11,,0,0,0,0,487,5572,6059,Thu
2012-10-12,49,11,,3,0,0,0,548,5817,6365,Fri
2012-10-13,46,11,,0,0,0,0,979,3682,4661,Sat
2012-10-14,62,11,,7,0,0,0,909,2072,2981,Sun
2012-10-15,65,11,1,11,1,0,0,449,5323,5772,Mon
2012-10-16,54,11,,0,0,0,0,423,5217,5640,Tue
2012-10-17,52,11,,0,0,0,0,544,5311,5855,Wed
2012-10-18,58,11,,8,0,0,0,489,4699,5188,Thu
2012-10-19,64,11,1,22,1,0,0,632,3918,4550,Fri
2012-10-20,62,11,1,2,0,0,0,1135,2165,3300,Sat
2012-10-21,57,11,,0,0,0,0,973,1979,2952,Sun
2012-10-22,58,11,,0,0,0,0,523,4800,5323,Mon
2012-10-23,60,11,1,10,1,0,0,504,4771,5275,Tue
2012-10-24,58,11,1,24,1,1,0,487,4821,5308,Wed
2012-10-25,58,11,,24,1,1,1,611,4417,5028,Thu
2012-10-26,61,11,,24,1,1,1,803,4139,4942,Fri
2012-10-27,62,11,,14,1,1,1,1359,2266,3625,Sat
2012-10-28,57,11,,18,1,1,1,877,1292,2169,Sun
2012-10-29,57,11,1,24,1,1,1,169,5951,6120,Mon
2012-10-30,50,10,1,23,1,1,1,89,6032,6121,Tue
2012-10-31,47,10,1,20,1,1,1,155,6900,7055,Wed
2012-11-01,47,10,,11,1,1,1,260,5939,6199,Thu
2012-11-02,48,10,,20,1,1,1,314,6931,7245,Fri
2012-11-03,46,10,,6,0,0,0,512,4728,5240,Sat
2012-11-04,45,10,,8,0,0,0,499,3686,4185,Sun
2012-11-05,40,10,,8,0,0,0,226,6930,7156,Mon
2012-11-06,36,10,,0,0,0,0,294,6411,6705,Tue
2012-11-07,36,10,1,16,1,0,0,263,8262,8525,Wed
2012-11-08,40,10,1,18,1,1,0,279,9130,9409,Thu
2012-11-09,44,10,,0,0,0,0,419,6007,6426,Fri
2012-11-10,48,10,1,11,1,0,0,741,3375,4116,Sat
2012-11-11,57,10,1,2,0,0,0,675,2583,3258,Sun
2012-11-12,57,10,1,6,0,0,0,462,4217,4679,Mon
2012-11-13,51,10,1,21,1,0,0,344,5721,6065,Tue
2012-11-14,42,10,,0,0,0,0,403,5881,6284,Wed
2012-11-15,40,10,,0,0,0,0,395,5927,6322,Thu
2012-11-16,42,10,,0,0,0,0,444,5292,5736,Fri
2012-11-17,45,10,,0,0,0,0,776,3084,3860,Sat
2012-11-18,44,10,,1,0,0,0,780,3019,3799,Sun
2012-11-19,42,10,,6,0,0,0,396,6356,6752,Mon
2012-11-20,46,10,,0,0,0,0,383,5553,5936,Tue
2012-11-21,46,10,,0,0,0,0,417,4127,4544,Wed
2012-11-22,48,10,,0,0,0,0,643,1866,2509,Thu
2012-11-23,50,10,1,6,0,0,0,680,3324,4004,Fri
2012-11-24,42,10,,4,0,0,0,684,3389,4073,Sat
2012-11-25,36,10,,9,0,0,0,626,3367,3993,Sun
2012-11-26,42,10,,1,0,0,0,363,6286,6649,Mon
2012-11-27,38,10,1,24,1,0,0,366,6234,6600,Tue
2012-11-28,38,10,,4,0,0,0,407,6016,6423,Wed
2012-11-29,38,10,,0,0,0,0,424,5942,6366,Thu
2012-11-30,42,9,,14,1,0,0,514,5129,5643,Fri
2012-12-01,38,9,1,24,1,1,0,796,3718,4514,Sat
2012-12-02,46,9,1,17,1,1,1,828,2230,3058,Sun
2012-12-03,54,9,1,4,0,0,0,400,5309,5709,Mon
2012-12-04,54,9,1,12,1,0,0,407,5099,5506,Tue
2012-12-05,46,9,1,7,0,0,0,430,5541,5971,Wed
2012-12-06,34,9,,0,0,0,0,425,5911,6336,Thu
2012-12-07,40,9,1,17,1,0,0,551,5085,5636,Fri
2012-12-08,47,9,1,22,1,1,0,907,2588,3495,Sat
2012-12-09,46,9,1,19,1,1,1,827,2453,3280,Sun
2012-12-10,52,9,1,24,1,1,1,421,5346,5767,Mon
2012-12-11,50,9,1,19,1,1,1,416,5344,5760,Tue
2012-12-12,40,9,1,0,0,0,0,518,5493,6011,Wed
2012-12-13,41,9,,0,0,0,0,450,5325,5775,Thu
2012-12-14,42,9,,0,0,0,0,589,4657,5246,Fri
2012-12-15,42,9,,2,0,0,0,883,2776,3659,Sat
2012-12-16,44,9,1,23,1,0,0,816,2474,3290,Sun
2012-12-17,42,9,1,24,1,1,0,374,5523,5897,Mon
2012-12-18,48,9,1,17,1,1,1,390,5119,5509,Tue
2012-12-19,43,9,,3,0,0,0,422,5387,5809,Wed
2012-12-20,41,9,1,8,0,0,0,456,4953,5409,Thu
2012-12-21,46,9,1,24,1,0,0,464,5400,5864,Fri
2012-12-22,37,9,1,16,1,1,0,664,3632,4296,Sat
2012-12-23,38,9,,3,0,0,0,748,2547,3295,Sun
2012-12-24,36,9,1,6,0,0,0,691,3244,3935,Mon
2012-12-25,36,9,1,16,1,0,0,612,1752,2364,Tue
2012-12-26,34,9,1,13,1,1,0,368,5965,6333,Wed
2012-12-27,34,9,1,23,1,1,1,386,7086,7472,Thu
2012-12-28,34,9,,6,0,0,0,532,5415,5947,Fri
2012-12-29,32,9,1,17,1,0,0,660,3186,3846,Sat
2012-12-30,31,9,,2,0,0,0,729,3323,4052,Sun
2012-12-31,33,9,,10,1,0,0,548,4458,5006,Mon
2013-01-01,33,9,,13,1,1,0,682,2649,3331,Tue
2013-01-02,28,9,1,0,0,0,0,392,6777,7169,Wed
2013-01-03,28,9,,6,0,0,0,433,6309,6742,Thu
2013-01-04,34,9,,5,0,0,0,463,5622,6085,Fri
2013-01-05,37,9,,1,0,0,0,760,3264,4024,Sat
2013-01-06,40,9,1,13,1,0,0,763,2573,3336,Sun
2013-01-07,41,9,,0,0,0,0,412,5693,6105,Mon
2013-01-08,42,9,,0,0,0,0,405,5917,6322,Tue
2013-01-09,44,9,1,6,0,0,0,470,5371,5841,Wed
2013-01-10,44,9,,0,0,0,0,444,5271,5715,Thu
2013-01-11,42,9,1,13,1,0,0,514,4756,5270,Fri
2013-01-12,44,10,1,24,1,1,0,937,2476,3413,Sat
2013-01-13,46,10,1,24,1,1,1,889,2151,3040,Sun
2013-01-14,47,10,1,21,1,1,1,455,4963,5418,Mon
2013-01-15,36,10,1,24,1,1,1,381,5453,5834,Tue
2013-01-16,34,10,1,21,1,1,1,407,5192,5599,Wed
2013-01-17,39,10,,7,0,0,0,448,4717,5165,Thu
2013-01-18,30,10,,7,0,0,0,548,5424,5972,Fri
2013-01-19,40,10,,1,0,0,0,837,2910,3747,Sat
2013-01-20,42,10,,0,0,0,0,777,1755,2532,Sun
2013-01-21,29,10,,14,1,0,0,575,4487,5062,Mon
2013-01-22,20,10,,3,0,0,0,404,7744,8148,Tue
2013-01-23,16,10,,3,0,0,0,408,7914,8322,Wed
2013-01-24,17,10,,4,0,0,0,411,11321,11732,Thu
2013-01-25,18,10,1,8,0,0,0,557,7628,8185,Fri
2013-01-26,21,10,,2,0,0,0,712,4765,5477,Sat
2013-01-27,26,10,,0,0,0,0,819,3826,4645,Sun
2013-01-28,32,10,1,20,1,0,0,467,6514,6981,Mon
2013-01-29,42,10,1,22,1,1,0,424,5927,6351,Tue
2013-01-30,49,10,1,23,1,1,1,431,5603,6034,Wed
2013-01-31,46,10,1,9,0,0,0,440,6704,7144,Thu
2013-02-01,28,10,,6,0,0,0,502,6313,6815,Fri
2013-02-02,24,10,1,10,1,0,0,863,3763,4626,Sat
2013-02-03,27,10,1,14,1,1,0,874,3024,3898,Sun
2013-02-04,26,10,,3,0,0,0,440,6163,6603,Mon
2013-02-05,30,10,1,24,1,0,0,407,6146,6553,Tue
2013-02-06,34,10,1,9,0,0,0,448,5692,6140,Wed
2013-02-07,29,10,,7,0,0,0,408,5625,6033,Thu
2013-02-08,30,10,1,24,1,0,0,501,4835,5336,Fri
2013-02-09,26,10,1,7,0,0,0,672,3011,3683,Sat
2013-02-10,27,10,,0,0,0,0,767,3312,4079,Sun
2013-02-11,40,11,1,21,1,0,0,435,5969,6404,Mon
2013-02-12,40,11,,8,0,0,0,447,5562,6009,Tue
2013-02-13,38,11,1,8,0,0,0,477,5494,5971,Wed
2013-02-14,40,11,1,4,0,0,0,531,5043,5574,Thu
2013-02-15,46,11,1,5,0,0,0,609,4609,5218,Fri
2013-02-16,36,11,1,24,1,0,0,822,2669,3491,Sat
2013-02-17,25,11,,5,0,0,0,784,2890,3674,Sun
2013-02-18,26,11,,1,0,0,0,507,4833,5340,Mon
2013-02-19,41,11,1,10,1,0,0,423,5906,6329,Tue
2013-02-20,32,11,,7,0,0,0,388,5504,5892,Wed
2013-02-21,29,11,,4,0,0,0,464,6763,7227,Thu
2013-02-22,32,11,,8,0,0,0,543,5543,6086,Fri
2013-02-23,39,11,1,24,1,0,0,911,2836,3747,Sat
2013-02-24,40,11,1,20,1,1,0,897,2567,3464,Sun
2013-02-25,38,11,,11,1,1,1,468,5716,6184,Mon
2013-02-26,40,11,1,14,1,1,1,413,5376,5789,Tue
2013-02-27,42,11,1,21,1,1,1,418,6268,6686,Wed
2013-02-28,45,11,1,20,1,1,1,511,5158,5669,Thu
2013-03-01,40,11,,15,1,1,1,528,4665,5193,Fri
2013-03-02,36,11,1,22,1,1,1,787,2726,3513,Sat
2013-03-03,34,11,1,14,1,1,1,799,2561,3360,Sun
2013-03-04,34,11,1,2,0,0,0,383,5632,6015,Mon
2013-03-05,40,11,,3,0,0,0,389,5673,6062,Tue
2013-03-06,40,12,,22,1,0,0,435,6131,6566,Wed
2013-03-07,36,12,1,24,1,1,0,441,5491,5932,Thu
2013-03-08,36,12,1,21,1,1,1,540,4597,5137,Fri
2013-03-09,45,12,,0,0,0,0,879,2652,3531,Sat
2013-03-10,43,12,,0,0,0,0,950,2157,3107,Sun
2013-03-11,47,12,1,19,1,0,0,509,5558,6067,Mon
2013-03-12,50,12,1,19,1,1,0,453,5538,5991,Tue
2013-03-13,45,12,,3,0,0,0,535,5250,5785,Wed
2013-03-14,35,12,,9,0,0,0,409,5677,6086,Thu
2013-03-15,38,12,,13,1,0,0,694,4741,5435,Fri
2013-03-16,36,12,1,17,1,1,0,915,2661,3576,Sat
2013-03-17,34,12,,0,0,0,0,931,2396,3327,Sun
2013-03-18,32,12,1,12,1,0,0,466,5991,6457,Mon
2013-03-19,38,12,1,17,1,1,0,418,5992,6410,Tue
2013-03-20,38,12,1,7,0,0,0,487,5382,5869,Wed
2013-03-21,35,12,,21,1,0,0,498,4997,5495,Thu
2013-03-22,34,12,,7,0,0,0,577,5093,5670,Fri
2013-03-23,39,12,,4,0,0,0,903,2771,3674,Sat
2013-03-24,40,12,,0,0,0,0,943,2188,3131,Sun
2013-03-25,38,12,1,20,1,0,0,485,4964,5449,Mon
2013-03-26,45,12,,13,1,1,0,502,4992,5494,Tue
2013-03-27,44,12,,6,0,0,0,566,4936,5502,Wed
2013-03-28,44,12,,9,0,0,0,593,4349,4942,Thu
2013-03-29,48,13,,5,0,0,0,722,3716,4438,Fri
2013-03-30,50,13,,0,0,0,0,936,2202,3138,Sat
2013-03-31,49,13,1,12,1,0,0,910,1824,2734,Sun
2013-04-01,50,13,1,9,0,0,0,525,5051,5576,Mon
2013-04-02,38,13,,0,0,0,0,478,5389,5867,Tue
2013-04-03,40,13,,0,0,0,0,467,5533,6000,Wed
2013-04-04,43,13,,0,0,0,0,517,5058,5575,Thu
2013-04-05,52,13,,4,0,0,0,586,4658,5244,Fri
2013-04-06,44,13,,0,0,0,0,956,2467,3423,Sat
2013-04-07,48,13,,3,0,0,0,916,2193,3109,Sun
2013-04-08,62,13,,0,0,0,0,547,5134,5681,Mon
2013-04-09,66,13,1,0,0,0,0,679,4861,5540,Tue
2013-04-10,64,13,1,8,0,0,0,594,4911,5505,Wed
2013-04-11,54,13,1,23,1,0,0,507,4773,5280,Thu
2013-04-12,44,13,1,24,1,1,0,579,4950,5529,Fri
2013-04-13,50,13,1,16,1,1,1,1079,2481,3560,Sat
2013-04-14,52,13,,6,0,0,0,1017,2157,3174,Sun
2013-04-15,52,13,,7,0,0,0,568,4791,5359,Mon
2013-04-16,55,13,,10,1,0,0,543,5074,5617,Tue
2013-04-17,63,13,1,9,0,0,0,632,4729,5361,Wed
2013-04-18,55,13,1,17,1,0,0,581,4513,5094,Thu
2013-04-19,63,13,1,17,1,1,0,688,4246,4934,Fri
2013-04-20,52,14,1,7,0,0,0,1022,2284,3306,Sat
2013-04-21,46,14,,0,0,0,0,1008,2539,3547,Sun
2013-04-22,48,14,,2,0,0,0,515,5105,5620,Mon
2013-04-23,47,14,1,18,1,0,0,454,5384,5838,Tue
2013-04-24,56,14,,2,0,0,0,566,4557,5123,Wed
2013-04-25,56,14,,5,0,0,0,563,4776,5339,Thu
2013-04-26,58,14,,0,0,0,0,721,4306,5027,Fri
2013-04-27,60,14,,2,0,0,0,1247,2526,3773,Sat
2013-04-28,60,14,,0,0,0,0,1275,1992,3267,Sun
2013-04-29,54,14,1,24,1,0,0,523,4874,5397,Mon
2013-04-30,60,14,,10,1,1,0,552,4703,5255,Tue
2013-05-01,58,14,,0,0,0,0,599,4668,5267,Wed
2013-05-02,60,14,,0,0,0,0,676,4116,4792,Thu
2013-05-03,58,14,,5,0,0,0,726,4579,5305,Fri
2013-05-04,58,14,,0,0,0,0,1299,2221,3520,Sat
2013-05-05,55,14,,3,0,0,0,1245,1939,3184,Sun
2013-05-06,58,14,,13,1,0,0,664,5029,5693,Mon
2013-05-07,63,14,,6,0,0,0,637,4675,5312,Tue
2013-05-08,59,14,1,17,1,0,0,517,5848,6365,Wed
2013-05-09,61,14,1,17,1,1,0,635,4819,5454,Thu
2013-05-10,69,14,1,0,0,0,0,696,3734,4430,Fri
2013-05-11,66,14,1,17,1,0,0,1368,2410,3778,Sat
2013-05-12,60,14,1,5,0,0,0,1340,2088,3428,Sun
2013-05-13,52,14,,2,0,0,0,545,5266,5811,Mon
2013-05-14,52,14,,0,0,0,0,561,4859,5420,Tue
2013-05-15,66,14,,11,1,0,0,593,4717,5310,Wed
2013-05-16,70,14,,4,0,0,0,741,4563,5304,Thu
2013-05-17,65,15,,0,0,0,0,1001,4007,5008,Fri
2013-05-18,60,15,,18,1,0,0,1535,2374,3909,Sat
2013-05-19,57,15,1,24,1,1,0,1149,1922,3071,Sun
2013-05-20,68,15,1,10,1,1,1,685,5330,6015,Mon
2013-05-21,77,15,1,0,0,0,0,736,4834,5570,Tue
2013-05-22,68,15,1,11,1,0,0,665,4976,5641,Wed
2013-05-23,72,15,1,18,1,1,0,522,4709,5231,Thu
2013-05-24,55,15,1,23,1,1,1,498,3815,4313,Fri
2013-05-25,50,15,1,21,1,1,1,806,2530,3336,Sat
2013-05-26,57,15,,2,0,0,0,1436,1926,3362,Sun
2013-05-27,62,15,,0,0,0,0,1578,1987,3565,Mon
2013-05-28,62,15,1,14,1,0,0,632,5069,5701,Tue
2013-05-29,70,15,1,10,1,1,0,616,5328,5944,Wed
2013-05-30,81,15,1,0,0,0,0,763,5007,5770,Thu
2013-05-31,82,15,,0,0,0,0,745,4724,5469,Fri
2013-06-01,82,15,,0,0,0,0,1253,2745,3998,Sat
2013-06-02,78,15,1,5,0,0,0,1119,2391,3510,Sun
2013-06-03,72,15,1,19,1,0,0,376,5132,5508,Mon
2013-06-04,66,15,,0,0,0,0,562,5223,5785,Tue
2013-06-05,66,15,,0,0,0,0,710,5295,6005,Wed
2013-06-06,64,15,1,10,1,0,0,594,4848,5442,Thu
2013-06-07,61,15,1,24,1,1,0,445,4883,5328,Fri
2013-06-08,67,15,1,10,1,1,1,1348,2980,4328,Sat
2013-06-09,72,15,,2,0,0,0,1717,2222,3939,Sun
2013-06-10,66,15,1,20,1,0,0,498,5239,5737,Mon
2013-06-11,72,15,1,10,1,1,0,515,5714,6229,Tue
2013-06-12,70,15,,0,0,0,0,685,5381,6066,Wed
2013-06-13,62,15,1,22,1,0,0,461,5340,5801,Thu
2013-06-14,62,15,1,13,1,1,0,651,4956,5607,Fri
2013-06-15,70,15,,0,0,0,0,1778,2141,3919,Sat
2013-06-16,72,15,,4,0,0,0,1948,1776,3724,Sun
2013-06-17,76,15,1,3,0,0,0,637,5295,5932,Mon
2013-06-18,74,15,1,10,1,0,0,464,5539,6003,Tue
2013-06-19,68,15,,3,0,0,0,677,5035,5712,Wed
2013-06-20,71,15,,0,0,0,0,714,4884,5598,Thu
2013-06-21,73,15,,0,0,0,0,984,4424,5408,Fri
2013-06-22,74,15,,0,0,0,0,1605,2212,3817,Sat
2013-06-23,79,15,,4,0,0,0,1413,2087,3500,Sun
2013-06-24,83,15,,1,0,0,0,532,5493,6025,Mon
2013-06-25,82,15,,2,0,0,0,470,5564,6034,Tue
2013-06-26,80,15,1,3,0,0,0,480,5308,5788,Wed
2013-06-27,80,15,1,10,1,0,0,417,5272,5689,Thu
2013-06-28,79,15,1,7,0,0,0,578,4908,5486,Fri
2013-06-29,77,15,1,2,0,0,0,1228,2332,3560,Sat
2013-06-30,80,15,1,7,0,0,0,1114,1993,3107,Sun
2013-07-01,74,15,1,23,1,0,0,464,5318,5782,Mon
2013-07-02,77,15,1,15,1,1,0,426,5166,5592,Tue
2013-07-03,78,15,1,4,0,0,0,476,5036,5512,Wed
2013-07-04,81,15,1,8,0,0,0,1043,2095,3138,Thu
