date,noise_complaints,other_complaints,total
2017-07-10,917,7028,7945
2017-07-11,772,6051,6823
2017-07-12,747,7385,8132
2017-07-13,663,6259,6922
2017-07-14,865,5410,6275
2017-07-15,2386,3564,5950
2017-07-16,2601,3367,5968
2017-07-17,926,6767,7693
2017-07-18,434,6221,6655
2017-07-19,912,7088,8000
2017-07-20,729,6802,7531
2017-07-21,1034,6196,7230
2017-07-22,1692,3897,5589
2017-07-23,1520,3535,5055
2017-07-24,697,6288,6985
2017-07-25,1003,6391,7394
2017-07-26,1220,5904,7124
2017-07-27,1096,6260,7356
2017-07-28,1239,5559,6798
2017-07-29,2547,3469,6016
2017-07-30,3118,3368,6486
2017-07-31,961,6354,7315
2017-08-01,853,6094,6947
2017-08-02,721,6081,6802
2017-08-03,942,6003,6945
2017-08-04,1153,5460,6613
2017-08-05,2108,3497,5605
2017-08-06,2723,3007,5730
2017-08-07,833,5922,6755
2017-08-08,511,5996,6507
2017-08-09,1272,6362,7634
2017-08-10,1062,5992,7054
2017-08-11,1292,5332,6624
2017-08-12,2171,3190,5361
2017-08-13,2731,2873,5604
2017-08-14,917,6536,7453
2017-08-15,727,5861,6588
2017-08-16,881,5922,6803
2017-08-17,1033,6049,7082
2017-08-18,885,5603,6488
2017-08-19,2197,3202,5399
2017-08-20,2497,3108,5605
2017-08-21,943,6061,7004
2017-08-22,668,5947,6615
2017-08-23,855,5938,6793
2017-08-24,1001,5591,6592
2017-08-25,1411,4852,6263
2017-08-26,2809,2948,5757
2017-08-27,2847,2920,5767
2017-08-28,1094,5732,6826
2017-08-29,748,5263,6011
2017-08-30,994,6031,7025
2017-08-31,1096,5702,6798
2017-09-01,1491,5095,6586
2017-09-02,2055,2822,4877
2017-09-03,2484,2673,5157
2017-09-04,2787,3111,5898
2017-09-05,961,6702,7663
2017-09-06,709,6080,6789
2017-09-07,997,6641,7638
2017-09-08,1538,6184,7722
2017-09-09,2860,3523,6383
2017-09-10,2491,3307,5798
2017-09-11,1084,6622,7706
2017-09-12,1041,6585,7626
2017-09-13,965,6209,7174
2017-09-14,859,6525,7384
2017-09-15,1216,6352,7568
2017-09-16,2535,3770,6305
2017-09-17,2316,3531,5847
2017-09-18,861,6878,7739
2017-09-19,736,6672,7408
2017-09-20,923,6323,7246
2017-09-21,1049,5833,6882
2017-09-22,1513,5620,7133
2017-09-23,2710,3417,6127
2017-09-24,2315,3279,5594
2017-09-25,867,6922,7789
2017-09-26,842,7053,7895
2017-09-27,801,6838,7639
2017-09-28,886,6528,7414
2017-09-29,1440,6078,7518
2017-09-30,2214,3342,5556
2017-10-01,2266,3428,5694
2017-10-02,1049,6685,7734
2017-10-03,994,6581,7575
2017-10-04,1071,6802,7873
2017-10-05,865,5821,6686
2017-10-06,1294,5574,6868
2017-10-07,2199,3512,5711
2017-10-08,1918,3005,4923
2017-10-09,749,4262,5011
2017-10-10,888,6899,7787
2017-10-11,835,6655,7490
2017-10-12,945,5891,6836
2017-10-13,1379,5647,7026
2017-10-14,2378,3521,5899
2017-10-15,2187,3339,5526
2017-10-16,835,6556,7391
2017-10-17,847,7345,8192
2017-10-18,924,6326,7250
2017-10-19,1053,6309,7362
2017-10-20,1441,5869,7310
2017-10-21,2470,3551,6021
2017-10-22,2271,3189,5460
2017-10-23,994,6732,7726
2017-10-24,805,6771,7576
2017-10-25,939,6215,7154
2017-10-26,801,6761,7562
2017-10-27,1273,6453,7726
2017-10-28,2566,3968,6534
2017-10-29,2072,3846,5918
2017-10-30,677,8607,9284
2017-10-31,941,8022,8963
2017-11-01,906,7752,8658
2017-11-02,1021,6735,7756
2017-11-03,1176,6292,7468
2017-11-04,1829,4619,6448
2017-11-05,1656,3772,5428
2017-11-06,854,6807,7661
2017-11-07,793,7303,8096
2017-11-08,733,7974,8707
2017-11-09,810,7729,8539
2017-11-10,819,7425,8244
2017-11-11,1410,6282,7692
2017-11-12,1337,4849,6186
2017-11-13,772,7414,8186
2017-11-14,815,7768,8583
2017-11-15,717,7254,7971
2017-11-16,762,7045,7807
2017-11-17,840,7047,7887
2017-11-18,1368,4416,5784
2017-11-19,1359,3936,5295
2017-11-20,80,69,149
--,524,5562,6086
